drug,disease
"[14701, 14426]",83851
"[14186, 14275]",36534
"[14934, 14964, 14251, 16972]",33552
"[14934, 14964, 14251, 16972]",32562
"[14934, 14964, 14251, 16972]",31158
"[14934, 14964, 14251, 16972]",36344
"[14298, 14402]",33658
"[14297, 14402]",33658
"[14954, 14320, 19281]",30494
"[15413, 14186, 14190]",36512
"[15413, 14186, 14190]",36959
"[16510, 15176]",36459
"[16510, 15176]",36540
"[16226, 14780, 15363]",32531
"[15425, 21239]",38100
"[15425, 21239]",36015
"[15425, 21239]",36106
"[15201, 15013]",28208
"[15413, 15596]",36512
"[14802, 14793]",35979
"[14320, 19281, 15367, 20158]",30494
"[14738, 16972, 18277]",35760
"[14738, 16972, 18277]",35958
"[14738, 16972, 18277]",27227
"[15462, 14291, 14995]",83889
"[15462, 14291, 14995]",36048
"[15462, 14291, 14995]",97502
"[14786, 14291, 14309, 21506]",83889
"[14786, 14291, 14309, 21506]",36048
"[14786, 14291, 14309]",83889
"[14786, 14291, 14309]",36048
"[14662, 14714]",37805
"[14786, 14883, 14230, 21506]",83889
"[14786, 14230, 14291, 21506]",83889
"[14786, 14230, 14980, 21506]",83889
"[14786, 14883, 14291, 21506]",83889
"[17351, 15474, 14456]",35771
"[15474, 14456]",35771
"[17351, 14456]",35771
"[14793, 14722]",33688
"[15289, 15547]",32505
"[14328, 14385]",33575
"[14328, 14385]",28208
"[14954, 15805, 14604]",28465
"[17108, 14785]",98925
"[17108, 14785]",99098
"[16229, 15363]",35982
"[14275, 15176]",36514
"[14275, 15176]",39751
"[14234, 15620]",35641
"[16285, 14954, 16972]",37722
"[17728, 19663]",27158
"[16226, 14954, 14955, 14030, 19641]",35884
"[16226, 15413, 14954, 14955, 14030]",35884
"[16588, 14686]",30756
"[14206, 14790]",83849
"[15077, 14320, 15351]",30494
"[16753, 14604, 14780, 14791]",28520
"[14954, 19250, 16229]",35982
"[16226, 15654]",37397
"[16226, 15654]",35982
"[14024, 15455, 14266]",99032
"[14024, 14793, 15596]",36688
"[14277, 14412]",33672
"[14277, 14412]",35771
"[15481, 14792, 17355]",31477
"[15413, 15481, 14792, 17355]",31477
"[14911, 14954, 14964, 14251, 14738, 18277]",35852
"[14911, 14954, 14964, 14251, 14738, 18277]",28465
"[14911, 14954, 14964, 14251, 14738, 18277]",28813
"[16588, 14943]",94809
"[16588, 14943]",97008
"[16753, 14320, 15363]",30494
"[14662, 14714]",37765
"[14662, 14714]",98236
"[14945, 15012]",29646
"[14737, 14792, 16818]",37619
"[20212, 19281]",30494
"[16510, 14719, 14954, 14793]",36691
"[17112, 14780, 14713, 21680]",28813
"[15481, 19027]",31477
"[14910, 14247, 15547, 15600]",39696
"[14247, 15547, 15600]",39696
"[14910, 14247, 15600]",39696
"[14910, 15547, 15600]",39696
"[16229, 15363]",35612
"[16226, 15681]",33294
"[16226, 15681]",35884
"[14694, 17524, 15315]",35727
"[15206, 15597]",83871
"[15166, 15797]",37617
"[14209, 14402]",33658
"[14209, 14402]",37805
"[14184, 14326, 14402]",33658
"[14184, 14326, 14402]",37805
"[14737, 21695]",31477
"[14954, 16972]",35612
"[16510, 14802, 14737, 15176]",33688
"[15072, 14662, 14375]",37743
"[15111, 14322]",94551
"[15111, 14322]",30073
"[15187, 15597]",35982
"[16753, 14738, 20212]",30494
"[15308, 14299]",38957
"[15770, 16588, 20520]",28208
"[15315, 20336, 14737, 14792]",33653
"[15277, 14662, 14375]",27361
"[15073, 15840]",94658
"[14186, 14954, 14955, 14604, 14275]",33188
"[14186, 14954, 14955, 14604, 14737]",33188
"[17112, 14186, 14954, 14604, 14737]",33188
"[16510, 14200]",35727
"[14954, 14275, 14792]",37775
"[14954, 14275, 16028]",36691
"[14954, 14275, 16028]",37775
"[14954, 14964, 14251, 14738, 16972, 14713]",95114
"[14954, 14964, 14251, 14738, 16972, 14713]",98797
"[14954, 14964, 14251, 14738, 16972, 14713]",83857
"[14954, 14964, 14251, 14738, 16972, 14713]",83855
"[14954, 14964, 14251, 14738, 16972, 14713]",28813
"[16588, 14259, 15501]",28208
"[17832, 16588, 15501]",28208
"[15770, 16588, 15501]",28208
"[17106, 16473]",36453
"[17106, 16473]",28407
"[14171, 14963]",36893
"[14171, 14963, 14244]",36893
"[14194, 15982, 15324, 14347, 15662]",29078
"[14719, 14736, 14758]",29402
"[17693, 16285]",37722
"[15446, 16222]",38436
"[14251, 14975, 18230]",32520
"[14024, 14964]",94775
"[14162, 15609]",31487
"[14935, 17999]",91609
"[14935, 17999]",37805
"[17584, 14194]",37785
"[14662, 14443]",37743
"[17605, 15205]",36678
"[15042, 14443]",37743
"[14662, 15042, 14443]",37743
"[14024, 15025]",97007
"[17605, 14758]",84263
"[14028, 20339]",37753
"[17605, 15243]",28849
"[15413, 14186, 14269]",84107
"[15413, 14186, 14269]",98341
"[15413, 14186, 14269]",94719
"[15413, 14186, 14269]",84251
"[15413, 14186, 14269]",37992
"[14954, 14955, 14030, 14275]",84107
"[14954, 14955, 14030, 14275]",98341
"[14954, 14955, 14030, 14275]",94719
"[14954, 14955, 14030, 14275]",84251
"[14954, 14955, 14030, 14275]",37992
"[15419, 14332]",36954
"[16510, 14758, 14381]",36538
"[14160, 14981]",32933
"[14160, 14981]",37805
"[17112, 14780]",28520
"[14284, 20162]",33658
"[15477, 20162]",33658
"[16468, 14997, 14412]",35771
"[14694, 14954, 14793]",36104
"[14961, 15674]",29078
"[14298, 15674]",29078
"[14662, 15346, 14382]",83799
"[14737, 14792]",32924
"[14737, 14792]",37017
"[14187, 20597]",33688
"[15077, 14320, 15367]",98705
"[15077, 14320, 15367]",98378
"[16226, 16753, 19281]",35970
"[15077, 16753, 14954]",30494
"[16588, 16262]",28208
"[15101, 14758]",84263
"[15002, 15584]",33641
"[20351, 20429]",36327
"[14528, 15597]",33632
"[14528, 15597]",27610
"[14528, 15597]",83871
"[15420, 14785]",83812
"[14975, 14274]",35686
"[14975, 14274]",37311
"[16510, 18959]",35790
"[15072, 14662]",36241
"[16510, 20336]",84303
"[14969, 14399]",36187
"[14969, 14399]",83812
"[16226, 20906]",35970
"[16226, 20906]",37390
"[16226, 20906]",95316
"[16226, 20906]",99923
"[14836, 14969]",28208
"[14836, 14969]",36286
"[14836, 14969]",35671
"[14180, 14208]",84296
"[14817, 15176]",97426
"[16753, 21075]",35650
"[16753, 21075]",35982
"[16753, 21075]",37397
"[16753, 21075]",35651
"[16753, 21075]",38290
"[16753, 21075]",32531
"[16753, 21075]",32213
"[14194, 14407]",29078
"[14583, 14406]",84211
"[14995, 15367]",30494
"[16510, 14792]",39751
"[17693, 17112, 15413, 14954, 14955, 14024, 14604, 14275, 14738, 20212, 18102]",37135
"[14954, 14868]",33635
"[14954, 14868]",35650
"[14954, 14868, 16578]",33635
"[14954, 14868, 16578]",30494
"[14954, 14868, 16578]",28813
"[14954, 14868, 16578]",35650
"[20393, 16517]",28869
"[20393, 16517]",28553
"[14954, 14955, 14024, 14275]",98341
"[14954, 14955, 14024, 14275]",84107
"[14954, 14955, 14024, 14275]",94719
"[14954, 14955, 14024, 14275]",37992
"[14954, 14955, 14024, 14275]",84251
"[14954, 14955, 14024, 14275]",29698
"[17351, 14736, 14758]",96152
"[14954, 14738, 16972]",35760
"[14190, 16517]",36416
"[16572, 16468, 14208]",97007
"[17112, 14024, 15025]",99947
"[16753, 17991]",37619
"[14187, 14792]",32541
"[14663, 14405]",33653
"[15077, 14251, 14975]",32520
"[15077, 14194, 14251]",32520
"[14194, 14251]",32520
"[14320, 15363, 15367]",30494
"[15413, 14190, 14758, 14793]",36512
"[16226, 16753, 15363]",33634
"[16226, 16753, 15363]",35650
"[14186, 14792]",35791
"[14030, 14376]",35966
"[14969, 15781]",96785
"[14969, 15781]",94655
"[17605, 15036]",36678
"[16510, 14758]",39751
"[14954, 16972]",38709
"[14945, 15413, 14186]",33643
"[14954, 16972, 16229]",33634
"[20503, 15846]",37805
"[16572, 14997]",36035
"[16510, 14792]",33688
"[15413, 14186, 17718]",37651
"[15413, 14186]",37651
"[17351, 14792]",84130
"[15073, 15082, 15087, 15094, 14176, 14177, 14962, 15116, 14299, 14544, 15148]",38957
"[15094, 15148]",38957
"[14194, 15662]",29078
"[14286, 14405]",33653
"[15840, 14405]",33653
"[16334, 14399]",36187
"[14963, 15547]",32505
"[14969, 15781]",36040
"[14188, 14400, 14427]",28714
"[14400, 14427]",28714
"[14992, 14400, 14427]",28714
"[14286, 14400, 14427]",28714
"[15770, 17950]",28208
"[14737, 14792, 17718]",37651
"[14737, 14792]",37651
"[16510, 14792]",39448
"[14194, 14251, 14738, 16972]",28465
"[14194, 14251, 14738, 16972]",28502
"[16226, 14964, 14269]",29182
"[14964, 14030, 14269]",29182
"[15413, 14802, 14793]",33688
"[17351, 14186, 14190, 14758, 17355]",29945
"[17351, 14792]",32924
"[17351, 14792]",96152
"[17351, 14792]",29945
"[14954, 14604, 14914, 15154]",99089
"[14954, 14604, 14914, 15154]",97245
"[14316, 20230]",33618
"[16226, 15363, 14411]",32531
"[14954, 14955, 14024, 14275]",37924
"[14954, 14955, 14024, 14275]",37135
"[15413, 14206]",36512
"[16226, 16753, 14606]",32213
"[14719, 14954, 14792, 14793]",36691
"[16588, 14385]",84173
"[15425, 14188, 14347]",37784
"[14737, 14792, 14449]",33688
"[14802, 14449]",33688
"[14186, 14802, 14449]",33688
"[14793, 17356]",36678
"[14910, 14267, 14286]",39696
"[20402, 14910, 14267, 14286]",39696
"[15289, 20402, 14910, 14267, 14286]",39696
"[16588, 20513]",28208
"[15414, 15597]",38268
"[15414, 15597]",27610
"[14934, 14194]",32520
"[15413, 14186, 17718]",33688
"[14144, 14830]",83749
"[14320, 19281]",33591
"[14320, 19281]",27710
"[14934, 14194, 14251, 18959]",94757
"[14934, 14194, 14251, 18959]",98797
"[14934, 14194, 14251, 18959]",83857
"[14934, 14194, 14251, 18959]",83855
"[14934, 14194, 14251, 18959]",30039
"[14934, 14194, 14251, 18959]",28502
"[14934, 14194, 14251, 18959]",39209
"[14934, 14194, 14251, 18959]",98663
"[14934, 14194, 14251, 18959]",32520
"[14934, 14194, 14251, 18959]",96718
"[14934, 14194, 14251, 18959]",38268
"[14934, 14194, 14251, 18959]",84332
"[14934, 14194, 14251, 18959]",33077
"[14934, 14194, 14251, 18959]",37926
"[14934, 14194, 14251, 18959]",95316
"[14934, 14194, 14251, 18959]",38290
"[14934, 14194, 14251, 18959]",32844
"[14934, 14194, 14251, 18959]",98020
"[14934, 14194, 14251, 18959]",30402
"[14934, 14194, 14251, 18959]",37720
"[14934, 14194, 14251, 18959]",96562
"[14934, 14194, 14251, 18959]",37991
"[14934, 14194, 14251, 18959]",98662
"[14934, 14194, 14251, 18959]",95552
"[14934, 14194, 14251, 18959]",32213
"[14194, 14251, 18959]",32520
"[14194, 14251, 18959]",35760
"[15462, 14230, 14980, 20298]",97502
"[15289, 15462, 14291]",97502
"[20456, 15427, 14185, 14311, 14332]",37549
"[17605, 14793]",29375
"[17605, 14793]",36050
"[14737, 16028]",36691
"[16588, 14793]",36688
"[17351, 14954, 14275, 14792, 17355]",36691
"[16588, 14277, 15176]",30827
"[14186, 14792]",39153
"[14187, 17030]",33688
"[15781, 16667]",39798
"[14184, 14254, 14296, 14484]",37805
"[15413, 15461]",36540
"[15413, 15461]",36078
"[15413, 15461]",36525
"[14793, 15002]",36691
"[14793, 15002]",29945
"[17585, 17601]",84251
"[14945, 15176]",36748
"[17991, 18610]",35966
"[14954, 14251, 20212, 16972]",37496
"[14951, 14426]",33128
"[14714, 20253]",83799
"[14944, 14605]",36035
"[14152, 15836]",36035
"[20212, 14320, 15367]",30494
"[19245, 15653]",83790
"[14758, 14456]",84130
"[15914, 14610]",38957
"[14934, 14964]",37390
"[15770, 17903]",95076
"[14320, 19281]",96948
"[14969, 15781, 14399]",36187
"[14663, 14954, 16972]",99926
"[14663, 14954, 16972]",39746
"[14954, 16972]",99926
"[14954, 16972]",39746
"[14817, 14277, 14997]",36075
"[15125, 17356]",33688
"[16588, 20520]",33575
"[14969, 15781]",30257
"[16469, 16579, 17106]",37754
"[17351, 14792, 17355]",36691
"[14024, 20212, 19281]",30494
"[14846, 14276, 15629]",37800
"[15419, 17376, 14291]",37765
"[14727, 21481]",33688
"[14737, 14792]",37038
"[14190, 14215]",36512
"[16588, 14280]",28208
"[14231, 14792, 14793]",32541
"[14954, 16972, 19604]",33188
"[20336, 14758]",37970
"[14935, 15419, 15302, 14267]",37805
"[15277, 14662, 14714]",83799
"[14792, 17991]",33653
"[14694, 17351, 14792, 15000]",84130
"[15416, 14295]",38054
"[14963, 15846, 21792]",37805
"[15846, 21792]",37805
"[14376, 16721]",35966
"[14347, 14376, 16721]",35966
"[14194, 14024]",33654
"[14024, 14964]",33654
"[16226, 14024]",35650
"[16226, 14024]",35884
"[14719, 14186, 14792]",36000
"[16226, 15077]",33294
"[16226, 16753]",37647
"[15836, 14301]",36035
"[15836, 14301]",39699
"[17991, 18610]",99947
"[16226, 15363]",37397
"[15077, 14237]",33688
"[14662, 14347]",37743
"[14828, 14176, 14610]",38242
"[15413, 20597]",33643
"[15596, 14405]",35727
"[14186, 14802, 14737, 17356]",33688
"[15413, 14736, 14758, 14792]",36512
"[14737, 14792, 20866]",33688
"[16510, 15867, 14231]",84148
"[16510, 15867, 14231]",36700
"[16510, 15867, 14231]",37011
"[16510, 15867, 14231]",84147
"[16510, 15867, 14231]",32214
"[16510, 15867, 14231]",83826
"[16510, 15867, 14231]",84303
"[16510, 15867, 14231]",97230
"[16510, 15867, 14231]",36713
"[16510, 15867, 14231]",36979
"[14955, 15867, 20336, 14737]",84148
"[14955, 15867, 20336, 14737]",36700
"[14955, 15867, 20336, 14737]",37011
"[14955, 15867, 20336, 14737]",84147
"[14955, 15867, 20336, 14737]",32214
"[14955, 15867, 20336, 14737]",83826
"[14955, 15867, 20336, 14737]",84303
"[14955, 15867, 20336, 14737]",97230
"[14955, 15867, 20336, 14737]",36713
"[14955, 15867, 20336, 14737]",36979
"[14267, 17991]",35727
"[14954, 15344]",84107
"[15413, 14792]",36881
"[17524, 14604, 14780, 20212]",35650
"[17112, 14186]",33688
"[17112, 14186]",29173
"[14945, 14275]",29646
"[15116, 14375]",37743
"[15116, 14375]",94658
"[15836, 14297]",35930
"[15836, 14297]",33658
"[20472, 15496]",37765
"[15805, 14791]",35852
"[15805, 14791]",28520
"[15805, 14791]",35867
"[15805, 14791]",35884
"[15805, 14791]",90237
"[14204, 14780]",28465
"[15271, 14758]",38140
"[14758, 16517]",84263
"[14758, 16517]",96355
"[14736, 14737, 14758, 14792]",29402
"[15306, 14405]",33653
"[14963, 14241]",33598
"[14963, 14241]",37718
"[14963, 14241]",84046
"[14963, 14241]",39065
"[15283, 15501]",28208
"[14275, 14320, 14612]",35792
"[14275, 14320, 14612]",36498
"[14275, 14320, 14612]",36533
"[14713, 15018]",95114
"[14713, 15018]",98797
"[14713, 15018]",83857
"[14713, 15018]",83855
"[15277, 14662, 14382]",35584
"[16226, 15077, 14954, 14024, 14275]",35884
"[14770, 39892]",36187
"[14770, 20789]",36187
"[14341, 14405]",33653
"[14379, 16334]",36187
"[14379, 14399]",33575
"[14379, 14399]",36187
"[16226, 14954, 14955, 14024, 14275, 14411]",35970
"[17351, 14719, 14954, 14190, 14792, 17355]",84130
"[14663, 17991]",35727
"[14817, 15176, 15659]",36691
"[14817, 15659]",36691
"[14604, 14737]",31067
"[14186, 14275]",29646
"[15271, 14190]",38140
"[20336, 15036]",89218
"[20336, 15036]",33715
"[14231, 20336, 15036]",89218
"[14231, 20336, 15036]",33715
"[16510, 14190, 14231]",84263
"[16510, 14736, 14190]",84263
"[14954, 14320]",33077
"[14187, 15391]",31116
"[14187, 15391]",33688
"[14186, 14231]",36959
"[14186, 14802]",37651
"[14954, 16972]",27227
"[15413, 14320]",37053
"[15413, 14320]",33045
"[15413, 14320]",96695
"[14504, 15413, 14736, 14320]",37053
"[14504, 15413, 14736, 14320]",33045
"[14504, 15413, 14736, 14320]",96695
"[14269, 14034]",37617
"[15072, 15187]",35982
"[14320, 14376]",35966
"[14975, 15414]",98797
"[14975, 15414]",83857
"[14975, 15414]",83855
"[14975, 15414]",28813
"[14758, 14793]",36194
"[14294, 14330]",83906
"[14294, 14330]",35641
"[16209, 14944]",36035
"[14954, 14964, 14251]",35612
"[16226, 15671]",35970
"[16226, 15671]",35982
"[16226, 15671]",35650
"[16226, 15671]",37135
"[16226, 15363, 15671]",35970
"[16226, 15363, 15671]",35982
"[16226, 15363, 15671]",35650
"[16226, 15363, 15671]",37135
"[14277, 15659]",36691
"[14371, 19348]",30661
"[15893, 14186, 14604]",37070
"[14954, 14604, 15149]",35852
"[14954, 14604]",35852
"[17351, 17355]",35771
"[15427, 14545]",38022
"[15818, 15148]",38957
"[15818, 15148]",28780
"[14780, 15149, 14794]",98797
"[14780, 15149, 14794]",83857
"[14780, 15149, 14794]",83855
"[16285, 20212, 16972]",28921
"[14186, 14954, 14955, 14401]",31067
"[14186, 14954, 14955]",31067
"[15413, 14186, 14954, 14955, 14802]",31067
"[14503, 14320]",37135
"[14503, 14320]",96747
"[14694, 15413, 14793, 18959]",36540
"[17585, 14273]",37784
"[14780, 14401]",95114
"[14190, 14231, 16517, 21481]",84263
"[15092, 15413, 14030, 14608, 15206]",33077
"[15092, 15413, 15363]",33077
"[17534, 14024, 14964, 14251, 14269]",27248
"[15805, 14251, 14975, 20212]",28813
"[15805, 14251, 14975, 20212]",28502
"[14408, 20597]",35966
"[20357, 20254]",35631
"[15462, 14980, 14995]",97502
"[14186, 14604, 14737]",37179
"[14955, 14275, 14320, 15240]",39580
"[17537, 20539]",84087
"[16226, 14954, 14955, 14024, 14275, 15363]",35970
"[15416, 14144]",36063
"[14789, 14780, 15354]",28465
"[14758, 15363]",36691
"[17351, 14792, 15000]",37132
"[15414, 16495]",39007
"[15414, 16495]",32844
"[14713, 21696]",33635
"[17584, 14194]",39820
"[14945, 21070]",29646
"[14153, 14758]",28849
"[20456, 20421]",99989
"[14954, 16972]",28520
"[14187, 21074]",33688
"[14963, 14244]",36893
"[14963, 14244]",36012
"[14217, 14641]",83803
"[15818, 15148]",94658
"[14030, 18417]",84170
"[14964, 14030]",84170
"[15277, 14662, 21294]",83799
"[15481, 15276]",29173
"[14740, 14954, 16972, 15363, 16230]",35982
"[20212, 17773]",99947
"[14186, 14802, 14413]",36621
"[14972, 20336]",32214
"[14838, 15833]",94658
"[15413, 19027]",36512
"[15243, 15391]",33653
"[17495, 14954]",33688
"[14954, 15461]",33688
"[20169, 14809]",95682
"[20169, 14809]",38899
"[14737, 14792, 21090]",36050
"[14186, 14190, 21090]",36050
"[14785, 14216, 14963, 14306, 14408]",99947
"[17351, 17355, 16028]",84130
"[14968, 14323]",28313
"[14968, 14323]",83779
"[14968, 14323]",83778
"[14223, 14968]",28313
"[14223, 14968]",83779
"[14223, 14968]",83778
"[15414, 21696]",28813
"[15187, 15597]",94757
"[15187, 15597]",84261
"[15187, 15597]",99572
"[20478, 14218]",35650
"[15413, 14737, 17711]",31756
"[15077, 16753, 20212, 14320]",30494
"[15077, 16753, 14738, 20212, 14320]",30494
"[15095, 17435]",28495
"[15095, 17435]",83830
"[15769, 14298]",36035
"[15769, 14298]",33658
"[18695, 14399]",83812
"[14503, 15413, 14736, 14320]",94959
"[14298, 16215]",36035
"[16226, 14954, 14955, 14024, 14275]",35651
"[14736, 14190, 21481]",36959
"[14736, 14190, 21481]",36875
"[14736, 14190, 21481]",33045
"[15414, 21707]",28813
"[15414, 21707]",28465
"[15414, 21707]",28502
"[17711, 15391]",84263
"[16753, 14606]",30494
"[15414, 19603, 20905]",33688
"[14783, 14287]",35836
"[16302, 14685]",28737
"[16588, 14231]",36538
"[16588, 14231]",35979
"[15481, 15205]",32214
"[15481, 15205]",84303
"[15481, 15205]",35790
"[15481, 15205]",35778
"[15104, 15501]",28208
"[15077, 20212]",96948
"[14218, 15781]",29646
"[16510, 15413, 14186, 14736, 14737]",36824
"[16510, 15413, 14186, 14736, 14737]",36821
"[16510, 15413, 14186, 14736, 14737]",37002
"[16510, 15413]",36824
"[16510, 15413]",36821
"[16510, 15413]",37002
"[17152, 14315]",37628
"[17152, 14315]",33560
"[17152, 14315]",31477
"[17152, 14315]",31596
"[17152, 14315]",31107
"[17435, 15491]",83830
"[17435, 15491]",30583
"[15042, 14443]",83799
"[15042, 14443]",36253
"[17112, 14793, 15602]",33688
"[14934, 14662, 14251, 14382, 15038]",83799
"[14662, 14251, 14382, 15038]",83799
"[14504, 15413, 14320]",37053
"[14504, 15413, 14320]",33045
"[14504, 15413, 14320]",96695
"[15106, 14245]",97074
"[14162, 15451]",36035
"[14162, 15451]",38928
"[15582, 15999]",33654
"[15582, 15999]",38350
"[14030, 15999]",33654
"[14030, 15999]",38350
"[17351, 14275, 14792, 14793]",36691
"[15602, 15603]",35727
"[14194, 14206, 15982, 14273, 15324, 14347, 15563]",29078
"[14231, 19281]",29173
"[14231, 19281]",33688
"[14544, 14323]",38957
"[14544, 14323]",83760
"[14971, 14305]",31395
"[14024, 16574, 14376, 14408]",35966
"[14320, 15367, 20158]",30494
"[14954, 14955, 14604, 14275, 14608]",32307
"[14954, 14955, 14604, 14275, 14608]",95946
"[14954, 14955, 14604, 14275, 14608]",39005
"[14954, 14955, 14604, 14275, 14608]",36922
"[14150, 14157, 14160, 14182, 14241, 14981, 15199]",33672
"[14150, 14157, 14160, 14182, 14241, 14981, 15199]",29107
"[14954, 14604, 14738]",35852
"[15425, 14282]",31487
"[14024, 14376, 14408]",36696
"[14024, 14376, 14408]",99947
"[14024, 14376, 14408]",97007
"[14935, 14810]",32520
"[14810, 14034]",32520
"[14602, 14810]",32520
"[15413, 14468]",33688
"[14194, 14964, 14251]",35852
"[14194, 14964, 14251]",28465
"[14194, 14964, 14251]",84277
"[14194, 14964, 14251]",28813
"[14194, 14964, 14251]",37570
"[14194, 14964, 14251]",35650
"[14194, 14964, 14251]",33077
"[14194, 14964, 14251]",35982
"[14194, 14964, 14251]",30494
"[14194, 14251]",35852
"[14194, 14251]",28465
"[14194, 14251]",84277
"[14194, 14251]",37570
"[14194, 14251]",35650
"[14194, 14251]",33077
"[14194, 14251]",30494
"[15474, 14997]",97426
"[15474, 14997]",37775
"[15474, 14997]",36798
"[15474, 14997]",94666
"[14503, 14789]",35852
"[14954, 16972]",36748
"[14954, 16972]",33188
"[14934, 15077, 16753, 14964, 16972]",96948
"[14244, 14610]",36325
"[14736, 14758, 16517]",84263
"[14284, 14297]",83898
"[15414, 21700]",28813
"[15414, 21700]",28502
"[14186, 14604]",35686
"[14186, 14604]",97011
"[14186, 14604]",37338
"[14186, 14604]",37311
"[14160, 14993]",84210
"[16962, 14736, 21616]",84263
"[14954, 14604, 14738]",94959
"[14954, 14604, 14738]",37924
